player_a,player_b,condition,round_type,score_a,score_b,gap,recommendation,color_a,color_b,exec_a,exec_b,upside_a,upside_b,exec_a_bucket,exec_b_bucket,upside_a_bucket,upside_b_bucket,exec_a_roi,exec_b_roi,upside_a_roi,upside_b_roi
Chan Kim,Matthieu Pavon,Moderate,Positioning,-2.306192157677309,-0.42912185955437754,-1.8770702981229312,SKIP,Blue,Blue,50,25,50,50,50-75,25-50,50-75,50-75,-2.797202797202801,0.956937799043061,-1.815181518151816,-1.815181518151816
Thriston Lawrence,Martin Couvra,Calm,Survival,-10.924395660243361,-9.052968910216451,-1.8714267500269095,SKIP,Yellow,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-12.22155328115593,-11.74142480211082,-9.627238039330791,-6.364513018322082
Frederic Lacroix,Martin Couvra,Calm,Survival,-10.924395660243361,-9.052968910216451,-1.8714267500269095,SKIP,Yellow,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-12.22155328115593,-11.74142480211082,-9.627238039330791,-6.364513018322082
Freddy Schott,Guido Migliozzi,Calm,Survival,-10.924395660243361,-9.052968910216451,-1.8714267500269095,SKIP,Yellow,Blue,50,50,50,75,50-75,50-75,50-75,75-100,-12.22155328115593,-11.74142480211082,-9.627238039330791,-6.364513018322082
Lucas Herbert,Marc Leishman,Calm,Open,-6.654587793268107,-4.800168953049968,-1.8544188402181385,SKIP,Yellow,Purple,50,50,75,75,50-75,50-75,75-100,75-100,-5.978538579458352,-7.493368700265252,-7.33063700707786,-2.1069692058346843
Marc Leishman,Byeong Hun An,Calm,Open,-4.800168953049968,-6.654587793268107,1.8544188402181385,SKIP,Purple,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-7.493368700265252,-5.978538579458352,-2.1069692058346843,-7.33063700707786
Sepp Straka,Nick Taylor,Calm,Open,-5.7766986451965,-7.629423036380654,1.8527243911841538,SKIP,Green,Green,75,50,75,75,75-100,50-75,75-100,75-100,-6.167400881057271,-9.87284966342558,-5.385996409335728,-5.385996409335728
Aaron Rai,Davis Thompson,Calm,Open,-7.936829431588663,-6.103294108272843,-1.8335353233158198,SKIP,Green,Yellow,75,50,50,50,75-100,50-75,50-75,50-75,-6.167400881057271,-5.978538579458352,-9.706257982120055,-6.228049637087334
Marcus Armitage,Alejandro Del Rey,Calm,Open,-6.103294108272843,-7.936829431588663,1.8335353233158198,SKIP,Yellow,Green,50,75,50,50,50-75,75-100,50-75,50-75,-5.978538579458352,-6.167400881057271,-6.228049637087334,-9.706257982120055
Gregorio De Leo,Oliver Lindell,Calm,Closing,1.5733597599422287,-0.25960486986950615,1.8329646298117348,SKIP,Purple,Yellow,50,25,50,75,50-75,25-50,50-75,75-100,0.1194743130227045,-2.363636363636365,3.027245206861753,1.8444266238973528
Ben Griffin,Shane Lowry,Calm,Positioning,0.8402526688865717,-0.9787599083685563,1.819012577255128,SKIP,Blue,Blue,25,50,75,75,25-50,50-75,75-100,75-100,2.7544910179640705,-0.8835341365461855,-1.073985680190927,-1.073985680190927
Eric Cole,Gary Woodland,Calm,Survival,-2.9529642979019126,-4.755084682160457,1.8021203842585445,SKIP,Purple,Green,25,75,75,75,25-50,75-100,75-100,75-100,-3.5450516986706044,-9.154929577464786,-2.360876897133221,-0.3552397868561283
Matt Fitzpatrick,Jason Day,Tough,Open,4.937862468931233,6.732928278959186,-1.7950658100279524,SKIP,Green,Blue,25,25,75,50,25-50,25-50,75-100,50-75,2.816901408450704,9.73451327433628,7.058823529411763,3.731343283582092
Gregorio De Leo,Sebastian Soderberg,Calm,Closing,1.5733597599422287,-0.19864542508062344,1.7720051850228522,SKIP,Purple,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,0.1194743130227045,1.7551755175517585,3.027245206861753,-2.1524663677130054
Marcus Armitage,Alejandro Del Rey,Moderate,Survival,0.7894066717596123,2.5404461432007652,-1.7510394714411528,SKIP,Green,Green,75,25,75,50,75-100,25-50,75-100,50-75,1.298701298701299,0.5865102639296228,0.2801120448179258,4.494382022471908
Daniel Brown,Jesper Svensson,Calm,Survival,-7.964737419971197,-9.71438024418157,1.7496428242103725,SKIP,Orange,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.88659793814433,-12.22155328115593,-3.042876901798063,-7.207207207207206
Adrian Otaegui,Dylan Frittelli,Calm,Survival,-7.964737419971197,-9.71438024418157,1.7496428242103725,SKIP,Orange,Yellow,50,50,75,75,50-75,50-75,75-100,75-100,-12.88659793814433,-12.22155328115593,-3.042876901798063,-7.207207207207206
Scottie Scheffler,Viktor Hovland,Calm,Positioning,0.8402526688865717,2.574156705893233,-1.7339040370066614,SKIP,Blue,Blue,25,25,75,50,25-50,25-50,75-100,50-75,2.7544910179640705,2.7544910179640705,-1.073985680190927,2.393822393822396
Rickie Fowler,Alex Noren,Calm,Positioning,0.8402526688865717,2.574156705893233,-1.7339040370066614,SKIP,Blue,Blue,25,25,75,50,25-50,25-50,75-100,50-75,2.7544910179640705,2.7544910179640705,-1.073985680190927,2.393822393822396
Jayden Schaper,Hennie du Plessis,Tough,Survival,7.094155844155843,5.376063922181692,1.7180919219741506,SKIP,Yellow,Green,50,25,75,75,50-75,25-50,75-100,75-100,9.642857142857142,8.771929824561402,4.545454545454542,1.9801980198019824
Ludvig Aberg,Xander Schauffele,Calm,Positioning,-1.0440530736922482,-2.7308092499715912,1.686756176279343,SKIP,Green,Purple,25,50,50,75,25-50,50-75,50-75,75-100,-2.5462962962962967,-6.296691568836713,0.4581901489118001,0.8350730688935301
Jordan Smith,Ricky Castillo,Moderate,Positioning,4.3482808651347975,2.664793421243518,1.6834874438912797,SKIP,Orange,Yellow,25,25,75,50,25-50,25-50,75-100,50-75,5.393258426966292,2.654867256637165,3.303303303303303,2.6747195858498705
Tommy Fleetwood,Aldrich Potgieter,Calm,Positioning,-3.1555772994129163,-1.5116846457863946,-1.6438926536265217,SKIP,Red,Yellow,75,25,50,75,75-100,25-50,50-75,75-100,-2.73972602739726,2.1602160216021598,-3.5714285714285725,-5.183585313174949
Xander Schauffele,Justin Rose,Moderate,Open,-3.1430222114709085,-1.5146878824969403,-1.6283343289739682,SKIP,Green,Pink,50,25,50,50,50-75,25-50,50-75,50-75,-2.4940617577197126,3.9473684210526336,-3.791982665222105,-6.976744186046514
Thriston Lawrence,Casey Jarvis,Calm,Open,-6.0129473429151385,-7.629423036380654,1.6164756934655156,SKIP,Yellow,Green,25,50,50,75,25-50,50-75,50-75,75-100,-5.797845048742943,-9.87284966342558,-6.228049637087334,-5.385996409335728
Taylor Moore,Andrew Putnam,Calm,Survival,-3.3806110111205347,-4.985513151342297,1.6049021402217623,SKIP,Purple,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-4.400345125107849,-2.763819095477388,-2.360876897133221,-7.207207207207206
Taylor Moore,Andrew Putnam,Calm,Survival,-3.3806110111205347,-4.985513151342297,1.6049021402217623,SKIP,Purple,Yellow,50,25,75,75,50-75,25-50,75-100,75-100,-4.400345125107849,-2.763819095477388,-2.360876897133221,-7.207207207207206
Kazuma Kobori,Johannes Veerman,Calm,Closing,3.175937794812566,1.5733597599422287,1.6025780348703376,SKIP,Orange,Purple,50,50,75,50,50-75,50-75,75-100,50-75,3.3738191632928465,0.1194743130227045,2.978056426332286,3.027245206861753
Antoine Rozner,Sebastian Soderberg,Calm,Closing,-1.7804585359691798,-0.19864542508062344,-1.5818131108885565,SKIP,Yellow,Yellow,75,50,50,50,75-100,50-75,50-75,50-75,-1.4084507042253542,1.7551755175517585,-2.1524663677130054,-2.1524663677130054
Daniel Hillier,Angel Ayora,Calm,Closing,-0.19864542508062344,-1.7804585359691798,1.5818131108885565,SKIP,Yellow,Yellow,50,75,50,50,50-75,75-100,50-75,50-75,1.7551755175517585,-1.4084507042253542,-2.1524663677130054,-2.1524663677130054
Steven Fisk,Kristoffer Reitan,Moderate,Closing,-0.5274214477110658,-2.069496731208056,1.54207528349699,SKIP,Yellow,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,1.8597997138769664,-3.3215547703180195,-2.914642609299098,-0.8174386920980927
Hideki Matsuyama,Michael Brennan,Moderate,Closing,-2.069496731208056,-0.5274214477110658,-1.54207528349699,SKIP,Yellow,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-3.3215547703180195,1.8597997138769664,-0.8174386920980927,-2.914642609299098
Max McGreevy,Nick Taylor,Moderate,Closing,-2.069496731208056,-0.5274214477110658,-1.54207528349699,SKIP,Yellow,Yellow,50,25,75,50,50-75,25-50,75-100,50-75,-3.3215547703180195,1.8597997138769664,-0.8174386920980927,-2.914642609299098
Matti Schmid,Takumi Kanaya,Moderate,Closing,-0.5274214477110658,-2.069496731208056,1.54207528349699,SKIP,Yellow,Yellow,25,50,50,75,25-50,50-75,50-75,75-100,1.8597997138769664,-3.3215547703180195,-2.914642609299098,-0.8174386920980927
Nicolai Hojgaard,Ryo Hisatsune,Calm,Closing,-1.7804585359691798,-0.25960486986950615,-1.5208536660996737,SKIP,Yellow,Yellow,75,25,50,75,75-100,25-50,50-75,75-100,-1.4084507042253542,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Harris English,Cameron Young,Calm,Closing,-1.7804585359691798,-0.25960486986950615,-1.5208536660996737,SKIP,Yellow,Yellow,75,25,50,75,75-100,25-50,50-75,75-100,-1.4084507042253542,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Kurt Kitayama,Nick Taylor,Calm,Closing,-1.7804585359691798,-0.25960486986950615,-1.5208536660996737,SKIP,Yellow,Yellow,75,25,50,75,75-100,25-50,50-75,75-100,-1.4084507042253542,-2.363636363636365,-2.1524663677130054,1.8444266238973528
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Open,-7.076348631915785,-5.569408771522003,-1.506939860393782,SKIP,Purple,Yellow,50,75,50,75,50-75,75-100,50-75,75-100,-7.493368700265252,-3.808180535966146,-6.6593285635663175,-7.33063700707786
Kiradech Aphibarnrat,Shubhankar Sharma,Calm,Open,-6.103294108272843,-4.599156562439124,-1.5041375458337187,SKIP,Yellow,Green,50,25,50,75,50-75,25-50,50-75,75-100,-5.978538579458352,-3.812316715542521,-6.228049637087334,-5.385996409335728
Dan Bradbury,Niklas Norgaard,Calm,Survival,-6.195528567404089,-4.699290302673285,-1.4962382647308043,SKIP,Yellow,Purple,25,75,50,50,25-50,75-100,50-75,50-75,-2.763819095477388,-4.248366013071895,-9.627238039330791,-5.150214592274676
Oliver Lindell,Jorge Campillo,Calm,Survival,-6.195528567404089,-4.699290302673285,-1.4962382647308043,SKIP,Yellow,Purple,25,75,50,50,25-50,75-100,50-75,50-75,-2.763819095477388,-4.248366013071895,-9.627238039330791,-5.150214592274676
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-4.89839751101633,-3.4065371941665354,-1.4918603168497944,SKIP,Blue,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-3.432282003710577,-3.770197486535008,-6.364513018322082,-3.042876901798063
Nicolai Hojgaard,Austin Smotherman,Calm,Survival,-4.89839751101633,-3.4065371941665354,-1.4918603168497944,SKIP,Blue,Orange,25,25,75,75,25-50,25-50,75-100,75-100,-3.432282003710577,-3.770197486535008,-6.364513018322082,-3.042876901798063
Kurt Kitayama,Pierceson Coody,Calm,Survival,-3.4065371941665354,-4.89839751101633,1.4918603168497944,SKIP,Orange,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-3.770197486535008,-3.432282003710577,-3.042876901798063,-6.364513018322082
Kurt Kitayama,Pierceson Coody,Calm,Survival,-3.4065371941665354,-4.89839751101633,1.4918603168497944,SKIP,Orange,Blue,25,25,75,75,25-50,25-50,75-100,75-100,-3.770197486535008,-3.432282003710577,-3.042876901798063,-6.364513018322082
Jacob Bridgeman,Justin Thomas,Calm,Open,-5.169521856763286,-6.654587793268107,1.4850659365048209,SKIP,Blue,Yellow,25,50,25,75,25-50,50-75,25-50,75-100,-7.372942018611314,-5.978538579458352,-2.966101694915256,-7.33063700707786
S.H. Kim,Jordan Smith,Calm,Closing,1.5733597599422287,0.09691684425663061,1.476442915685598,SKIP,Purple,Orange,50,25,50,75,50-75,25-50,50-75,75-100,0.1194743130227045,-2.7842227378190247,3.027245206861753,2.978056426332286
Maverick McNealy,Adam Scott,Tough,Open,0.06690340178065957,1.5388742561701303,-1.4719708543894707,SKIP,Blue,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-0.6535947712418311,-0.6535947712418311,0.7874015748031502,3.731343283582092
Antoine Rozner,Wenyi Ding,Calm,Survival,-11.163432636574253,-9.71438024418157,-1.4490523923926837,SKIP,Orange,Yellow,50,50,50,75,50-75,50-75,50-75,75-100,-12.88659793814433,-12.22155328115593,-9.440267335004176,-7.207207207207206
Nick Taylor,Corey Conners,Tough,Open,6.382978723404256,4.937862468931233,1.4451162544730227,SKIP,Yellow,Green,50,25,50,75,50-75,25-50,50-75,75-100,0.0,2.816901408450704,12.765957446808512,7.058823529411763
Matt Wallace,Adrien Saddier,Moderate,Closing,-1.6733110225196994,-3.1180986898085585,1.444787667288859,SKIP,Orange,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,-1.6706443914081146,-3.3215547703180195,-1.6759776536312845,-2.914642609299098
Christiaan Bezuidenhout,Seamus Power,Calm,Survival,-4.755084682160457,-6.195528567404089,1.4404438852436323,SKIP,Green,Yellow,75,25,75,50,75-100,25-50,75-100,50-75,-9.154929577464786,-2.763819095477388,-0.3552397868561283,-9.627238039330791
Rasmus Hojgaard,Michael Thorbjornsen,Calm,Survival,-4.755084682160457,-6.195528567404089,1.4404438852436323,SKIP,Green,Yellow,75,25,75,50,75-100,25-50,75-100,50-75,-9.154929577464786,-2.763819095477388,-0.3552397868561283,-9.627238039330791
Nicolai Hojgaard,Keith Mitchell,Calm,Survival,-4.755084682160457,-6.195528567404089,1.4404438852436323,SKIP,Green,Yellow,75,25,75,50,75-100,25-50,75-100,50-75,-9.154929577464786,-2.763819095477388,-0.3552397868561283,-9.627238039330791
Keith Mitchell,Max McGreevy,Calm,Open,-8.363221328763021,-9.789553822772817,1.4263324940097952,SKIP,Purple,Green,75,50,50,50,75-100,50-75,50-75,50-75,-10.067114093959727,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Wenyi Ding,Alex Fitzpatrick,Calm,Open,-8.363221328763021,-9.789553822772817,1.4263324940097952,SKIP,Purple,Green,75,50,50,50,75-100,50-75,50-75,50-75,-10.067114093959727,-9.87284966342558,-6.6593285635663175,-9.706257982120055
Michael Thorbjornsen,Tommy Fleetwood,Calm,Positioning,-2.404369867605163,-0.9787599083685563,-1.4256099592366065,SKIP,Green,Blue,25,50,75,75,25-50,50-75,75-100,75-100,-2.5462962962962967,-0.8835341365461855,-2.2624434389140293,-1.073985680190927
Aldrich Potgieter,Adam Scott,Calm,Survival,-4.985513151342297,-3.5621421058782268,-1.4233710454640702,SKIP,Yellow,Yellow,25,25,75,25,25-50,25-50,75-100,25-50,-2.763819095477388,-2.763819095477388,-7.207207207207206,-4.360465116279065
Aldrich Potgieter,Adam Scott,Calm,Survival,-4.985513151342297,-3.5621421058782268,-1.4233710454640702,SKIP,Yellow,Yellow,25,25,75,25,25-50,25-50,75-100,25-50,-2.763819095477388,-2.763819095477388,-7.207207207207206,-4.360465116279065
Joakim Lagergren,Patrick Reed,Calm,Positioning,-5.346531222749036,-3.9285714285714297,-1.417959794177606,SKIP,Orange,Red,25,25,75,50,25-50,25-50,75-100,50-75,-7.737397420867527,-4.285714285714287,-2.955665024630544,-3.5714285714285725
Nick Taylor,Corey Conners,Calm,Positioning,0.4420078635111966,-0.9489616951556773,1.3909695586668738,SKIP,Purple,Green,75,50,50,75,75-100,50-75,50-75,75-100,6.87830687830688,0.3645200486026747,-5.994291151284487,-2.2624434389140293
Richard Sterne,Kota Kaneko,Calm,Closing,-0.4901960784313734,-1.864766525166768,1.3745704467353945,SKIP,Blue,Blue,50,75,50,50,50-75,75-100,50-75,50-75,0.0,-2.749140893470789,-0.9803921568627468,-0.9803921568627468
Calum Hill,Hennie du Plessis,Calm,Closing,-0.4901960784313734,-1.864766525166768,1.3745704467353945,SKIP,Blue,Blue,50,75,50,50,50-75,75-100,50-75,50-75,0.0,-2.749140893470789,-0.9803921568627468,-0.9803921568627468
Gary Woodland,David Lipsky,Calm,Survival,-4.755084682160457,-3.3806110111205347,-1.3744736710399224,SKIP,Green,Purple,75,50,75,75,75-100,50-75,75-100,75-100,-9.154929577464786,-4.400345125107849,-0.3552397868561283,-2.360876897133221
Maverick McNealy,Justin Thomas,Moderate,Survival,-1.5161052856121102,-2.8779597950596356,1.3618545094475254,SKIP,Blue,Blue,50,50,75,50,50-75,50-75,75-100,50-75,-2.161383285302594,-2.161383285302594,-0.8708272859216265,-3.594536304816677
Ryo Hisatsune,Rickie Fowler,Moderate,Positioning,-0.42912185955437754,0.9217321952524509,-1.3508540548068284,SKIP,Blue,Yellow,25,50,50,50,25-50,50-75,50-75,50-75,0.956937799043061,-0.8312551953449688,-1.815181518151816,2.6747195858498705
Ryggs Johnston,Jason Scrivener,Calm,Survival,-9.583433034043846,-10.924395660243361,1.3409626261995147,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-12.22155328115593,-7.425441265976872,-9.627238039330791
Jordan Gumberg,David Law,Calm,Survival,-9.583433034043846,-10.924395660243361,1.3409626261995147,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-12.22155328115593,-7.425441265976872,-9.627238039330791
Keegan Bradley,Maverick McNealy,Calm,Survival,-9.583433034043846,-10.924395660243361,1.3409626261995147,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-12.22155328115593,-7.425441265976872,-9.627238039330791
Keegan Bradley,Maverick McNealy,Calm,Survival,-9.583433034043846,-10.924395660243361,1.3409626261995147,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-12.22155328115593,-7.425441265976872,-9.627238039330791
Dan Bradbury,Joost Luiten,Calm,Survival,-9.583433034043846,-10.924395660243361,1.3409626261995147,SKIP,Blue,Yellow,50,50,50,50,50-75,50-75,50-75,50-75,-11.74142480211082,-12.22155328115593,-7.425441265976872,-9.627238039330791
Hideki Matsuyama,Collin Morikawa,Tough,Open,5.071533382245045,6.382978723404256,-1.311445341159211,SKIP,Yellow,Yellow,25,50,75,50,25-50,50-75,75-100,50-75,11.206896551724135,0.0,-1.0638297872340448,12.765957446808512
Daniel Berger,Michael Thorbjornsen,Calm,Survival,-4.89839751101633,-6.195528567404089,1.2971310563877596,SKIP,Blue,Yellow,25,25,75,50,25-50,25-50,75-100,50-75,-3.432282003710577,-2.763819095477388,-6.364513018322082,-9.627238039330791
Max Homa,Jordan Spieth,Calm,Positioning,1.782848696911198,0.49505252126441124,1.2877961756467868,SKIP,Blue,Green,75,75,50,50,75-100,75-100,50-75,50-75,1.1718750000000002,0.5319148936170224,2.393822393822396,0.4581901489118001
Maverick McNealy,Matt Fitzpatrick,Calm,Positioning,-6.595971437706492,-5.346531222749036,-1.2494402149574562,SKIP,Orange,Orange,25,25,50,75,25-50,25-50,50-75,75-100,-7.737397420867527,-7.737397420867527,-5.454545454545456,-2.955665024630544
Joaquin Niemann,Tyrrell Hatton,Calm,Positioning,-6.595971437706492,-5.346531222749036,-1.2494402149574562,SKIP,Orange,Orange,25,25,50,75,25-50,25-50,50-75,75-100,-7.737397420867527,-7.737397420867527,-5.454545454545456,-2.955665024630544
Charles Howell III,John Catlin,Calm,Positioning,-6.595971437706492,-5.346531222749036,-1.2494402149574562,SKIP,Orange,Orange,25,25,50,75,25-50,25-50,50-75,75-100,-7.737397420867527,-7.737397420867527,-5.454545454545456,-2.955665024630544
Rafa Cabrera Bello,Ockie Strydom,Tough,Positioning,2.988215488215488,4.235870230565191,-1.2476547423497033,SKIP,Purple,Blue,25,50,75,50,25-50,50-75,75-100,50-75,3.703703703703703,9.655172413793103,2.272727272727273,-1.1834319526627202
Kevin Roy,Emiliano Grillo,Calm,Survival,-4.18996557244041,-5.428861634843725,1.238896062403315,SKIP,Green,Blue,25,25,75,50,25-50,25-50,75-100,50-75,-8.024691358024691,-3.432282003710577,-0.3552397868561283,-7.425441265976872
Andrew Novak,Robert MacIntyre,Calm,Survival,-9.71438024418157,-10.924395660243361,1.2100154160617915,SKIP,Yellow,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,-12.22155328115593,-12.22155328115593,-7.207207207207206,-9.627238039330791
Andrew Novak,Robert MacIntyre,Calm,Survival,-9.71438024418157,-10.924395660243361,1.2100154160617915,SKIP,Yellow,Yellow,50,50,75,50,50-75,50-75,75-100,50-75,-12.22155328115593,-12.22155328115593,-7.207207207207206,-9.627238039330791
Nico Echavarria,Michael Brennan,Moderate,Positioning,-2.051342912961714,-0.8841886269070751,-1.1671542860546387,SKIP,Blue,Green,50,25,75,75,50-75,25-50,75-100,75-100,-2.797202797202801,3.571428571428571,-1.3054830287206265,-5.339805825242721
Collin Morikawa,Justin Rose,Calm,Survival,-6.063967088811809,-4.89839751101633,-1.1655695777954795,SKIP,Blue,Blue,25,25,25,75,25-50,25-50,25-50,75-100,-3.432282003710577,-3.432282003710577,-8.695652173913041,-6.364513018322082
Collin Morikawa,Justin Rose,Calm,Survival,-6.063967088811809,-4.89839751101633,-1.1655695777954795,SKIP,Blue,Blue,25,25,25,75,25-50,25-50,25-50,75-100,-3.432282003710577,-3.432282003710577,-8.695652173913041,-6.364513018322082
Andrew Putnam,Lee Hodges,Moderate,Closing,-1.6733110225196994,-2.822100500119075,1.1487894775993754,SKIP,Orange,Green,50,25,75,75,50-75,25-50,75-100,75-100,-1.6706443914081146,-3.619909502262445,-1.6759776536312845,-2.024291497975705
Cameron Young,Matt Fitzpatrick,Moderate,Closing,-0.5274214477110658,-1.6733110225196994,1.1458895748086335,SKIP,Yellow,Orange,25,50,50,75,25-50,50-75,50-75,75-100,1.8597997138769664,-1.6706443914081146,-2.914642609299098,-1.6759776536312845
